gene_symbol,gene_biotype
C2CD4D,protein_coding
C2CD4D-AS1,lncRNA
THEM5,protein_coding
THEM4,protein_coding
ENSG00000285651,lncRNA
ENSG00000286581,lncRNA
KRT8P28,processed_pseudogene
S100A10,protein_coding
ENSG00000229021,lncRNA
NBPF18P,unprocessed_pseudogene
S100A11,protein_coding
SPTLC1P4,processed_pseudogene
ENSG00000285818,unprocessed_pseudogene
TCHHL1,protein_coding
TCHH,protein_coding
ENSG00000226716,lncRNA
PUDPP2,transcribed_processed_pseudogene
RPTN,protein_coding
FLG-AS1,lncRNA
CCDST,lncRNA
HRNR,protein_coding
FLG,protein_coding
FLG2,protein_coding
HMGN3P1,processed_pseudogene
CRNN,protein_coding
LCE5A,protein_coding
CRCT1,protein_coding
LCE3E,protein_coding
LCE3D,protein_coding
LCE3C,protein_coding
LCE3B,protein_coding
LCE3A,protein_coding
LCEP4,unprocessed_pseudogene
LCEP3,unprocessed_pseudogene
LCE2D,protein_coding
LCE2C,protein_coding
LCE2B,protein_coding
LCE2A,protein_coding
LCE4A,protein_coding
C1orf68,protein_coding
LCEP2,unprocessed_pseudogene
LCEP1,unprocessed_pseudogene
KPRP,protein_coding
LCE1F,protein_coding
LCE1E,protein_coding
LCE1D,protein_coding
LCE1C,protein_coding
LCE1B,protein_coding
LCE1A,protein_coding
LCE6A,protein_coding
LCE7A,protein_coding
SMCP,protein_coding
ENSG00000289062,lncRNA
IVL,protein_coding
LINC01527,lncRNA
SPRR5,protein_coding
SPRR4,protein_coding
SPRR1A,protein_coding
SPRR3,protein_coding
ENSG00000252920,snoRNA
ENSG00000234262,unprocessed_pseudogene
SPRR1B,protein_coding
SPRR2D,protein_coding
SPRR2A,protein_coding
SPRR2B,protein_coding
SPRR2E,protein_coding
SPRR2F,protein_coding
SPRR2C,unprocessed_pseudogene
SPRR2G,protein_coding
ENSG00000229699,lncRNA
LELP1,protein_coding
PRR9,protein_coding
RPLP0P4,processed_pseudogene
LORICRIN,protein_coding
PGLYRP3,protein_coding
PGLYRP4,protein_coding
RNU6-160P,snRNA
S100A9,protein_coding
S100A12,protein_coding
LAPTM4BP1,processed_pseudogene
S100A8,protein_coding
S100A15A,processed_pseudogene
S100A7A,protein_coding
S100A7P1,unprocessed_pseudogene
S100A7L2,unprocessed_pseudogene
S100A7,protein_coding
RN7SL44P,misc_RNA
ENSG00000238279,lncRNA
S100A6,protein_coding
S100A5,protein_coding
S100A4,protein_coding
S100A3,protein_coding
S100A2,protein_coding
ENSG00000285867,lncRNA
S100A16,protein_coding
S100A14,protein_coding
S100A13,protein_coding
ENSG00000271853,lncRNA
S100A1,protein_coding
ENSG00000272030,lncRNA
CHTOP,protein_coding
SNAPIN,protein_coding
ILF2,protein_coding
NPR1,protein_coding
MIR8083,miRNA
RN7SL372P,misc_RNA
GEMIN2P1,processed_pseudogene
INTS3,protein_coding
ENSG00000243613,lncRNA
ENSG00000233222,lncRNA
SLC27A3,protein_coding
GATAD2B,protein_coding
ENSG00000291199,lncRNA
ENSG00000231827,transcribed_unprocessed_pseudogene
ENSG00000223599,processed_pseudogene
ENSG00000236327,processed_pseudogene
ENSG00000284738,lncRNA
DENND4B,protein_coding
ENSG00000289935,lncRNA
CRTC2,protein_coding
SLC39A1,protein_coding
ENSG00000285779,protein_coding
MIR6737,miRNA
ENSG00000282386,lncRNA
ENSG00000273026,lncRNA
CREB3L4,protein_coding
JTB,protein_coding
ENSG00000285641,protein_coding
JTB-DT,lncRNA
RAB13,protein_coding
RPS27,protein_coding
NUP210L,protein_coding
ENSG00000231416,processed_pseudogene
RNU6-179P,snRNA
RPS7P2,processed_pseudogene
MIR5698,miRNA
TPM3,protein_coding
RN7SL431P,misc_RNA
MIR190B,miRNA
CFAP141,protein_coding
C1orf43,protein_coding
UBAP2L,protein_coding
SNORA58B,snoRNA
HAX1,protein_coding
ENSG00000252682,snoRNA
RNU6-239P,snRNA
RNU6-121P,snRNA
ENSG00000278694,unprocessed_pseudogene
AQP10,protein_coding
ATP8B2,protein_coding
RNU7-57P,snRNA
ENSG00000237920,unprocessed_pseudogene
RPSAP17,processed_pseudogene
IL6R-AS1,lncRNA
IL6R,protein_coding
PSMD8P1,processed_pseudogene
SHE,protein_coding
ENSG00000273110,lncRNA
TDRD10,protein_coding
UBE2Q1,protein_coding
UBE2Q1-AS1,lncRNA
ENSG00000286391,lncRNA
CHRNB2,protein_coding
ENSG00000233875,lncRNA
ADAR,protein_coding
ENSG00000287064,lncRNA
KCNN3,protein_coding
PMVK,protein_coding
ENSG00000270361,lncRNA
PBXIP1,protein_coding
PYGO2,protein_coding
ENSG00000271380,lncRNA
SHC1,protein_coding
CKS1B,protein_coding
MIR4258,miRNA
FLAD1,protein_coding
LENEP,protein_coding
ENSG00000289103,lncRNA
ZBTB7B,protein_coding
DCST2,protein_coding
DCST1,protein_coding
DCST1-AS1,lncRNA
ADAM15,protein_coding
EFNA4,protein_coding
EFNA4-EFNA3,protein_coding
EFNA3,protein_coding
EFNA1,protein_coding
SLC50A1,protein_coding
DPM3,protein_coding
HMGN2P18,processed_pseudogene
KRTCAP2,protein_coding
ENSG00000273088,protein_coding
TRIM46,protein_coding
MUC1,protein_coding
THBS3-AS1,lncRNA
MIR92B,miRNA
THBS3,protein_coding
MTX1,protein_coding
ENSG00000236263,lncRNA
GBAP1,lncRNA
MTX1P1,unprocessed_pseudogene
GBA1,protein_coding
ENTREP3,protein_coding
SCAMP3,protein_coding
CLK2,protein_coding
HCN3,protein_coding
PKLR,protein_coding
FDPS,protein_coding
RUSC1-AS1,lncRNA
RUSC1,protein_coding
ASH1L,protein_coding
MIR555,miRNA
RNU6-106P,snRNA
ASH1L-IT1,lncRNA
RNU6-1297P,snRNA
POU5F1P4,processed_pseudogene
ASH1L-AS1,lncRNA
MSTO1,protein_coding
ENSG00000271267,processed_pseudogene
DAP3P1,unprocessed_pseudogene
ENSG00000223503,processed_pseudogene
ENSG00000232519,lncRNA
ENSG00000246203,unprocessed_pseudogene
ENSG00000287839,lncRNA
YY1AP1,protein_coding
DAP3,protein_coding
ENSG00000227673,lncRNA
MSTO2P,unprocessed_pseudogene
GON4L,protein_coding
ENSG00000234937,processed_pseudogene
SYT11,protein_coding
RIT1,protein_coding
KHDC4,protein_coding
SNORA80E,snoRNA
SCARNA4,scaRNA
RXFP4,protein_coding
ARHGEF2,protein_coding
MIR6738,miRNA
ARHGEF2-AS2,lncRNA
ARHGEF2-AS1,lncRNA
ENSG00000285677,lncRNA
SSR2,protein_coding
UBQLN4,protein_coding
LAMTOR2,protein_coding
RAB25,protein_coding
MEX3A,protein_coding
LMNA,protein_coding
SEMA4A,protein_coding
ENSG00000252236,snoRNA
SLC25A44,protein_coding
PMF1-BGLAP,protein_coding
PMF1,protein_coding
BGLAP,protein_coding
PAQR6,protein_coding
SMG5,protein_coding
TMEM79,protein_coding
GLMP,protein_coding
VHLL,protein_coding
CCT3,protein_coding
TSACC,protein_coding
RHBG,protein_coding
ENSG00000237390,lncRNA
MIR9-1HG,lncRNA
MIR9-1,miRNA
MEF2D,protein_coding
ENSG00000288835,lncRNA
ENSG00000289593,lncRNA
ENSG00000260460,lncRNA
IQGAP3,protein_coding
TTC24,protein_coding
NAXE,protein_coding
GPATCH4,protein_coding
ENSG00000272971,lncRNA
HAPLN2,protein_coding
BCAN-AS1,lncRNA
BCAN,protein_coding
ENSG00000272405,lncRNA
BCAN-AS2,lncRNA
NES,protein_coding
ENSG00000237588,lncRNA
ENSG00000285570,lncRNA
CRABP2,protein_coding
ENSG00000223356,lncRNA
ISG20L2,protein_coding
METTL25B,protein_coding
MRPL24,protein_coding
HDGF,protein_coding
PRCC,protein_coding
ENSG00000287624,lncRNA
SH2D2A,protein_coding
NTRK1,protein_coding
INSRR,protein_coding
PEAR1,protein_coding
LRRC71,protein_coding
ARHGEF11,protein_coding
MIR765,miRNA
RN7SL612P,misc_RNA
SMU1P1,processed_pseudogene
KRT8P45,processed_pseudogene
ETV3L,protein_coding
ETV3,protein_coding
CYCSP52,processed_pseudogene
ENSG00000290592,lncRNA
ENSG00000229961,transcribed_unprocessed_pseudogene
ENSG00000284592,unprocessed_pseudogene
ENSG00000228239,lncRNA
LINC02772,lncRNA
ENSG00000286073,unprocessed_pseudogene
ENSG00000286151,unprocessed_pseudogene
ENSG00000286005,unprocessed_pseudogene
FCRL5,protein_coding
FCRL4,protein_coding
ENSG00000236731,unprocessed_pseudogene
ENSG00000233712,unprocessed_pseudogene
FCRL3,protein_coding
ENSG00000227217,lncRNA
ENSG00000231700,processed_pseudogene
VDAC1P9,processed_pseudogene
FCRL2,protein_coding
FCRL1,protein_coding
CD5L,protein_coding
MRPS21P2,processed_pseudogene
ENSG00000236957,transcribed_unprocessed_pseudogene
ENSG00000291226,lncRNA
KIRREL1,protein_coding
KIRREL1-IT1,lncRNA
SMIM42,protein_coding
LINC01704,lncRNA
ELL2P1,processed_pseudogene
CD1D,protein_coding
ENSG00000229914,processed_pseudogene
ENSG00000176320,lncRNA
CD1A,protein_coding
HMGN1P5,processed_pseudogene
CD1C,protein_coding
CD1B,protein_coding
CD1E,protein_coding
OR10T2,protein_coding
OR10K2,protein_coding
OR10T1P,unprocessed_pseudogene
EI24P2,processed_pseudogene
OR10K1,protein_coding
OR10R2,protein_coding
ENSG00000236656,lncRNA
OR10R3P,unprocessed_pseudogene
OR10R1P,unprocessed_pseudogene
HSP90AA3P,processed_pseudogene
OR6Y1,protein_coding
OR6P1,protein_coding
OR10X1,protein_coding
OR10Z1,protein_coding
SPTA1,protein_coding
OR6K1P,unprocessed_pseudogene
OR6K2,protein_coding
OR6K3,protein_coding
OR6K4P,unprocessed_pseudogene
OR6K5P,unprocessed_pseudogene
OR6N1,protein_coding
OR6K6,protein_coding
OR6N2,protein_coding
OR2AQ1P,unprocessed_pseudogene
OR10AA1P,unprocessed_pseudogene
MNDA,protein_coding
PYHIN5P,unprocessed_pseudogene
PYHIN1,protein_coding
IFI16,protein_coding
PYDC5,protein_coding
AIM2,protein_coding
RAD1P2,transcribed_processed_pseudogene
CADM3,protein_coding
RNA5SP60,rRNA_pseudogene
CADM3-AS1,lncRNA
ACKR1,protein_coding
MPTX1,processed_pseudogene
OR10J2P,unprocessed_pseudogene
FCER1A,protein_coding
OR10J3,protein_coding
ENSG00000228560,lncRNA
OR10J7P,unitary_pseudogene
OR10J8P,unprocessed_pseudogene
OR10J9P,unprocessed_pseudogene
OR10J4,protein_coding
OR10J1,protein_coding
LINC02819,lncRNA
ENSG00000289484,lncRNA
OR10J5,protein_coding
ENSG00000231100,unprocessed_pseudogene
OR10AE1P,unprocessed_pseudogene
APCS,protein_coding
OR10J6P,unprocessed_pseudogene
ENSG00000276632,processed_pseudogene
CRPP1,unprocessed_pseudogene
CRP,protein_coding
ENSG00000235226,processed_pseudogene
ENSG00000288775,lncRNA
DUSP23,protein_coding
FCRL6,protein_coding
SLAMF8,protein_coding
ENSG00000256029,protein_coding
SNHG28,lncRNA
ENSG00000212161,snoRNA
VSIG8,protein_coding
ENSG00000272668,lncRNA
CFAP45,protein_coding
ENSG00000290105,lncRNA
MIR4259,miRNA
ENSG00000287040,lncRNA
ENSG00000279430,TEC
TAGLN2,protein_coding
IGSF9,protein_coding
SLAMF9,protein_coding
LINC01133,lncRNA
ENSG00000273933,unprocessed_pseudogene
KCNJ10,protein_coding
ENSG00000237409,processed_pseudogene
PIGM,protein_coding
ENSG00000225279,lncRNA
KCNJ9,protein_coding
IGSF8,protein_coding
ATP1A2,protein_coding
ATP1A4,protein_coding
CASQ1,protein_coding
ENSG00000227741,lncRNA
PEA15,protein_coding
DCAF8,protein_coding
ENSG00000258465,protein_coding
DCAF8-DT,lncRNA
RPSAP18,processed_pseudogene
PEX19,protein_coding
COPA,protein_coding
SUMO1P3,processed_pseudogene
NCSTN,protein_coding
NHLH1,protein_coding
RNU4-42P,snRNA
VANGL2,protein_coding
SLAMF6,protein_coding
ENSG00000234425,lncRNA
CD84,protein_coding
SLAMF1,protein_coding
SETP9,transcribed_processed_pseudogene
ENSG00000228863,lncRNA
CD48,protein_coding
SLAMF7,protein_coding
ENSG00000275801,unprocessed_pseudogene
ENSG00000274562,unprocessed_pseudogene
LY9,protein_coding
CD244,protein_coding
PPIAP37,processed_pseudogene
ITLN1,protein_coding
ENSG00000213080,processed_pseudogene
ENSG00000232188,lncRNA
ENSG00000198358,lncRNA
ENSG00000233691,processed_pseudogene
ITLN2,protein_coding
F11R,protein_coding
ENSG00000270149,protein_coding
GLRX5P2,processed_pseudogene
TSTD1,protein_coding
USF1,protein_coding
ENSG00000289121,lncRNA
ARHGAP30,protein_coding
NECTIN4,protein_coding
NECTIN4-AS1,lncRNA
KLHDC9,protein_coding
PFDN2,protein_coding
NIT1,protein_coding
DEDD,protein_coding
ENSG00000238934,snoRNA
UFC1,protein_coding
ENSG00000224985,lncRNA
USP21,protein_coding
ENSG00000290115,lncRNA
PPOX,protein_coding
B4GALT3,protein_coding
ADAMTS4,protein_coding
NDUFS2,protein_coding
FCER1G,protein_coding
APOA2,protein_coding
TOMM40L,protein_coding
MIR5187,miRNA
NR1I3,protein_coding
PCP4L1,protein_coding
MPZ,protein_coding
SDHC,protein_coding
ENSG00000289106,lncRNA
CFAP126,protein_coding
ENSG00000288670,lncRNA
RRM2P2,processed_pseudogene
ENSG00000289141,lncRNA
ENSG00000283696,lncRNA
ENSG00000288093,lncRNA
RNU6-481P,snRNA
ENSG00000283360,lncRNA
ENSG00000215840,processed_pseudogene
ENSG00000277882,processed_pseudogene
ENSG00000283317,lncRNA
FCGR2A,protein_coding
ENSG00000273112,lncRNA
ENSG00000289273,lncRNA
HSPA6,protein_coding
RPS23P10,unprocessed_pseudogene
FCGR3A,protein_coding
ENSG00000289768,protein_coding
ENSG00000224515,lncRNA
FCGR2C,protein_coding
HSPA7,unprocessed_pseudogene
RPS23P9,unprocessed_pseudogene
FCGR3B,protein_coding
FCGR2B,protein_coding
ENSG00000234211,lncRNA
RPL31P11,transcribed_processed_pseudogene
FCRLA,protein_coding
FCRLB,protein_coding
RN7SL466P,misc_RNA
ATF6-DT,lncRNA
DUSP12,protein_coding
ATF6,protein_coding
ENSG00000229808,transcribed_processed_pseudogene
OLFML2B,protein_coding
ENSG00000227818,lncRNA
NOS1AP,protein_coding
ENSG00000285636,lncRNA
MIR4654,miRNA
ENSG00000227094,lncRNA
RNA5SP61,rRNA_pseudogene
MIR556,miRNA
ENSG00000254706,protein_coding
SPATA46,protein_coding
C1orf226,protein_coding
SH2D1B,protein_coding
ENSG00000289713,unprocessed_pseudogene
SLAMF6P1,unprocessed_pseudogene
UHMK1,protein_coding
UQCRBP2,processed_pseudogene
UAP1-DT,lncRNA
UAP1,protein_coding
ENSG00000272574,lncRNA
DDR2,protein_coding
RN7SL861P,misc_RNA
HSD17B7,protein_coding
CCDC190,protein_coding
ENSG00000230739,unprocessed_pseudogene
ENSG00000227667,processed_pseudogene
RGS4,protein_coding
RGS5,protein_coding
RGS5-AS1,lncRNA
ENSG00000225755,processed_pseudogene
ENSG00000232995,lncRNA
ENSG00000237756,lncRNA
NUF2,protein_coding
ENSG00000225122,unprocessed_pseudogene
RNA5SP62,rRNA_pseudogene
RNA5SP63,rRNA_pseudogene
ENSG00000228289,processed_pseudogene
NMNAT1P2,processed_pseudogene
RNU5F-6P,snRNA
HMGB3P6,processed_pseudogene
PBX1,protein_coding
RNU6-171P,snRNA
ENSG00000269887,lncRNA
PBX1-AS1,lncRNA
ENSG00000271917,lncRNA
ENSG00000289408,lncRNA
RPL35AP7,processed_pseudogene
RNU6-755P,snRNA
LMX1A,protein_coding
LMX1A-AS2,lncRNA
LMX1A-AS1,lncRNA
RXRG,protein_coding
LRRC52-AS1,lncRNA
PRELID1P7,processed_pseudogene
LRRC52,protein_coding
ENSG00000237783,processed_pseudogene
ENSG00000236206,lncRNA
MGST3,protein_coding
ALDH9A1,protein_coding
ENSG00000230175,processed_pseudogene
RPL21P27,processed_pseudogene
ENSG00000215838,transcribed_processed_pseudogene
ENSG00000273365,lncRNA
TMCO1,protein_coding
TMCO1-AS1,lncRNA
ENSG00000230659,processed_pseudogene
UCK2,protein_coding
ENSG00000236364,lncRNA
MIR3658,miRNA
ENSG00000271527,processed_pseudogene
RPS3AP10,processed_pseudogene
RNA5SP64,rRNA_pseudogene
FAM78B,protein_coding
FAM78B-AS1,lncRNA
ENSG00000230898,lncRNA
MIR921,miRNA
ENSG00000229588,lncRNA
ENSG00000215835,processed_pseudogene
ENSG00000225325,lncRNA
FMO7P,unprocessed_pseudogene
LINC01675,lncRNA
FMO8P,unprocessed_pseudogene
FMO9P,lncRNA
FMO10P,unprocessed_pseudogene
RPL4P2,processed_pseudogene
FMO11P,unprocessed_pseudogene
CNN2P10,processed_pseudogene
POGK,protein_coding
TADA1,protein_coding
DUTP6,processed_pseudogene
ILDR2,protein_coding
MAEL,protein_coding
RNA5SP65,rRNA_pseudogene
ENSG00000227907,lncRNA
GPA33,protein_coding
STYXL2,protein_coding
ENSG00000213068,processed_pseudogene
LINC01363,lncRNA
POU2F1-DT,lncRNA
POU2F1,protein_coding
ENSG00000272033,lncRNA
CD247,protein_coding
ENSG00000287218,lncRNA
ENSG00000233411,lncRNA
ENSG00000273160,lncRNA
AKR1D1P1,processed_pseudogene
CREG1,protein_coding
ENSG00000231029,processed_pseudogene
ENSG00000241666,lncRNA
RCSD1,protein_coding
MPZL1,protein_coding
ADCY10,protein_coding
ENSG00000250762,unprocessed_pseudogene
ENSG00000232194,lncRNA
MPC2,protein_coding
DCAF6,protein_coding
MIR1255B2,miRNA
GCSHP5,processed_pseudogene
GPR161,protein_coding
TIPRL,protein_coding
RPL34P1,processed_pseudogene
ENSG00000237131,processed_pseudogene
SFT2D2,protein_coding
ANKRD36BP1,transcribed_processed_pseudogene
RNU6-1310P,snRNA
TBX19,protein_coding
ENSG00000227722,transcribed_processed_pseudogene
MIR557,miRNA
ENSG00000228697,lncRNA
ENSG00000283255,lncRNA
QRSL1P1,processed_pseudogene
XCL2,protein_coding
RPL7AP19,processed_pseudogene
XCL1,protein_coding
RPL7AP21,processed_pseudogene
DPT,protein_coding
ENSG00000285622,lncRNA
ENSG00000235736,lncRNA
LINC00626,lncRNA
SUMO1P2,processed_pseudogene
ENSG00000287831,lncRNA
LINC00970,lncRNA
RPL29P7,processed_pseudogene
ENSG00000287282,lncRNA
RNA5SP66,rRNA_pseudogene
ENSG00000237707,lncRNA
ATP1B1,protein_coding
ENSG00000289466,TEC
NME7,protein_coding
ENSG00000235575,lncRNA
BLZF1,protein_coding
CCDC181,protein_coding
SLC19A2,protein_coding
ENSG00000234604,processed_pseudogene
ENSG00000213062,lncRNA
F5,protein_coding
SELP,protein_coding
C1orf112,protein_coding
SELL,protein_coding
SELE,protein_coding
ENSG00000230704,lncRNA
METTL18,protein_coding
SCYL3,protein_coding
RN7SL333P,misc_RNA
ENSG00000288139,processed_pseudogene
KIFAP3,protein_coding
RN7SL269P,misc_RNA
MRPS10P1,processed_pseudogene
ENSG00000232959,lncRNA
SIGLEC30P,processed_pseudogene
NTMT2,protein_coding
MIR3119-1,miRNA
MIR3119-2,miRNA
LINC01681,lncRNA
ISCUP1,processed_pseudogene
LINC01142,lncRNA
HAUS4P1,processed_pseudogene
GORAB-AS1,lncRNA
GORAB,protein_coding
ENSG00000225545,lncRNA
ENSG00000235303,lncRNA
PRRX1,protein_coding
ENSG00000271811,lncRNA
ENSG00000231424,lncRNA
MROH9,protein_coding
ENSG00000226552,processed_pseudogene
FMO3,protein_coding
MIR1295A,miRNA
MIR1295B,miRNA
FMO6P,transcribed_unitary_pseudogene
FMO2,protein_coding
ENSG00000225243,lncRNA
FMO1,protein_coding
HMGB1P11,processed_pseudogene
FMO4,protein_coding
TOP1P1,processed_pseudogene
SRP14P4,processed_pseudogene
GM2AP2,processed_pseudogene
CYCSP53,processed_pseudogene
PRRC2C,protein_coding
MYOCOS,protein_coding
MYOC,protein_coding
PFN1P1,processed_pseudogene
RPL4P3,processed_pseudogene
VAMP4,protein_coding
ENSG00000232261,unprocessed_pseudogene
ENSG00000271459,processed_pseudogene
ENSG00000236741,processed_pseudogene
ENSG00000253060,scaRNA
METTL13,protein_coding
ENSG00000213060,processed_pseudogene
DNM3,protein_coding
ENSG00000224600,processed_pseudogene
DNM3-IT1,lncRNA
DNM3OS,lncRNA
MIR214,miRNA
MIR3120,miRNA
MIR199A2,miRNA
ENSG00000287336,lncRNA
RNU6-157P,snRNA
PIGC,protein_coding
C1orf105,protein_coding
SUCO,protein_coding
RNU6-693P,snRNA
FASLG,protein_coding
SLC25A38P1,processed_pseudogene
ENSG00000279061,TEC
ENSG00000224228,lncRNA
AIMP1P2,processed_pseudogene
ENSG00000224000,lncRNA
TNFSF18,protein_coding
GOT2P2,processed_pseudogene
ENSG00000226375,lncRNA
TNFSF4,protein_coding
ENSG00000232751,processed_pseudogene
ENSG00000231615,processed_pseudogene
PRDX6-AS1,lncRNA
PRDX6,protein_coding
SLC9C2,protein_coding
ENSG00000238272,lncRNA
ENSG00000285777,protein_coding
ANKRD45,protein_coding
TEX50,protein_coding
ENSG00000289426,lncRNA
KLHL20,protein_coding
RPS27P7,processed_pseudogene
RN7SKP160,misc_RNA
CENPL,protein_coding
DARS2,protein_coding
GAS5,lncRNA
GAS5-AS1,lncRNA
ZBTB37,protein_coding
SERPINC1,protein_coding
RNA5SP67,rRNA_pseudogene
RC3H1,protein_coding
RNA5SP68,rRNA_pseudogene
RC3H1-IT1,lncRNA
RC3H1-DT,lncRNA
RPL30P1,processed_pseudogene
RABGAP1L-DT,lncRNA
RABGAP1L,protein_coding
ENSG00000237317,processed_pseudogene
GPR52,protein_coding
BANF1P4,processed_pseudogene
NDUFAF4P4,processed_pseudogene
ENSG00000237249,processed_pseudogene
RABGAP1L-IT1,lncRNA
ENSG00000235869,processed_pseudogene
RABGAP1L-AS1,lncRNA
ENSG00000289425,lncRNA
RNU6-307P,snRNA
ENSG00000287697,lncRNA
CACYBP,protein_coding
MRPS14,protein_coding
ENTR1P2,processed_pseudogene
TNN,protein_coding
KIAA0040,protein_coding
ENSG00000230687,lncRNA
RPS29P4,processed_pseudogene
ENSG00000260990,lncRNA
TNR,protein_coding
TNR-IT1,lncRNA
LINC01657,lncRNA
LINC02803,lncRNA
RPS29P5,processed_pseudogene
COP1,protein_coding
SCARNA3,scaRNA
ENSG00000228686,lncRNA
COP1-DT,lncRNA
U7,snRNA
ENSG00000232463,processed_pseudogene
RNU2-12P,snRNA
ENSG00000227815,unprocessed_pseudogene
ENSG00000231020,processed_pseudogene
MORF4L1P7,processed_pseudogene
PAPPA2,protein_coding
PTP4A1P7,processed_pseudogene
ENSG00000286754,lncRNA
ASTN1,protein_coding
MIR488,miRNA
BRINP2,protein_coding
LINC01645,lncRNA
ENSG00000227579,lncRNA
LINC01741,lncRNA
SEC16B,protein_coding
CRYZL2P-SEC16B,lncRNA
CRYZL2P,transcribed_unitary_pseudogene
ENSG00000276563,processed_pseudogene
RASAL2-AS1,lncRNA
RASAL2,protein_coding
ENSG00000270575,processed_pseudogene
ENSG00000213058,processed_pseudogene
CLEC20A,protein_coding
ENSG00000285910,lncRNA
TEX35,protein_coding
C1orf220,lncRNA
RNA5SP69,rRNA_pseudogene
ENSG00000273384,lncRNA
MIR4424,miRNA
RALGPS2-AS1,lncRNA
RALGPS2,protein_coding
PTPN2P1,processed_pseudogene
ANGPTL1,protein_coding
ENSG00000289432,lncRNA
FAM20B,protein_coding
ENSG00000232750,processed_pseudogene
TOR3A,protein_coding
ABL2,protein_coding
ENSG00000234041,processed_pseudogene
SETP10,processed_pseudogene
ENSG00000212338,snoRNA
ENSG00000201619,snoRNA
EIF4A1P11,processed_pseudogene
ENSG00000225711,processed_pseudogene
COX5BP8,processed_pseudogene
ENSG00000228191,processed_pseudogene
SOAT1,protein_coding
AXDND1,protein_coding
MEF2AP1,processed_pseudogene
HNRNPA1P54,processed_pseudogene
ENSG00000261250,lncRNA
NPHS2,protein_coding
RNU5F-2P,snRNA
ENSG00000227141,processed_pseudogene
ENSG00000261060,lncRNA
TDRD5,protein_coding
ENSG00000243062,lncRNA
FAM163A,protein_coding
ENSG00000229407,lncRNA
LINC02818,lncRNA
TOR1AIP2,protein_coding
ENSG00000272906,lncRNA
TOR1AIP1,protein_coding
RN7SL230P,misc_RNA
ENSG00000261831,lncRNA
ENSG00000260360,lncRNA
CEP350,protein_coding
RPSAP16,processed_pseudogene
ENSG00000223450,processed_pseudogene
ENSG00000261817,lncRNA
QSOX1,protein_coding
LHX4,protein_coding
ACBD6,protein_coding
VDAC1P4,processed_pseudogene
MIR3121,miRNA
OVAAL,lncRNA
XPR1,protein_coding
LINC02816,lncRNA
KIAA1614,protein_coding
ENSG00000243155,lncRNA
KIAA1614-AS1,lncRNA
ENSG00000251520,unprocessed_pseudogene
ENSG00000270711,processed_pseudogene
STX6,protein_coding
MR1,protein_coding
ENSG00000289589,lncRNA
IER5,protein_coding
LINC01732,lncRNA
ENSG00000225359,lncRNA
LINC01699,lncRNA
CACNA1E,protein_coding
RNA5SP70,rRNA_pseudogene
ENSG00000288574,lncRNA
RN7SKP229,misc_RNA
ENSG00000287452,lncRNA
ZNF648,protein_coding
ENSG00000224810,lncRNA
ENSG00000225982,lncRNA
LINC01344,lncRNA
ENSG00000232309,lncRNA
ENSG00000289573,lncRNA
YPEL5P1,processed_pseudogene
RNU6-152P,snRNA
ENSG00000228664,processed_pseudogene
EIF1P3,processed_pseudogene
GLUL,protein_coding
TEDDM1,protein_coding
LINC00272,lncRNA
RGSL1,protein_coding
ENSG00000270443,processed_pseudogene
TEDDM2P,unitary_pseudogene
RNASEL,protein_coding
RGS16,protein_coding
LINC01686,lncRNA
RGS8,protein_coding
LINC01688,lncRNA
ENSG00000271269,processed_pseudogene
NPL,protein_coding
DHX9-AS1,lncRNA
DHX9,protein_coding
SHCBP1L,protein_coding
HMGN1P4,processed_pseudogene
5S_rRNA,rRNA_pseudogene
ENSG00000226570,processed_pseudogene
KRT18P28,processed_pseudogene
RNU6-41P,snRNA
LAMC1,protein_coding
LAMC1-AS1,lncRNA
LAMC2,protein_coding
NMNAT2,protein_coding
